Detected Component: I1
G11:0 G11:0 G11:0 G11:0 G21:0 G21:0 G21:0 G21:0 G31:0 G31:0 G31:0 G31:0 G41:0 G41:0 G41:0 G41:0 
Detected Component: R1
G11:0 G11:0 G11:0 G11:0 G21:0 G21:0 G21:0 G21:0 G31:-0.001 G31:0 G31:0.001 G31:0 G41:0 G41:0 G41:0 G41:0 
Detected Component: V1
G11:0 G11:0 G11:0 G11:0 G21:0 G21:0 G21:0 G21:0 G31:0 G31:0 G31:1 G31:0 G41:0 G41:0 G41:0 G41:0 
Detected Component: R2
G11:0 G11:0 G11:0 G11:0 G21:-1e-06 G21:1e-06 G21:0 G21:0 G31:0 G31:0 G31:1 G31:0 G41:0 G41:0 G41:0 G41:0 
G11:0 G11:0 G11:0 G11:0 G21:-1e-06 G21:1e-06 G21:0 G21:0 G31:0 G31:0 G31:1 G31:0 G41:0 G41:0 G41:0 G41:0 
Detected Component: R1
G11:0.001 G11:0 G11:-0.001 G11:0 G21:-1e-06 G21:1e-06 G21:0 G21:0 G31:0 G31:0 G31:1 G31:0 G41:0 G41:0 G41:0 G41:0 
Detected Component: R2
G11:0.001001 G11:-1e-06 G11:-0.001 G11:0 G21:-1e-06 G21:1e-06 G21:0 G21:0 G31:0 G31:0 G31:1 G31:0 G41:0 G41:0 G41:0 G41:0 
G11:0.001001 G11:-1e-06 G11:-0.001 G11:0 G21:-1e-06 G21:1e-06 G21:0 G21:0 G31:0 G31:0 G31:1 G31:0 G41:0 G41:0 G41:0 G41:0 
Detected Component: C1
G11:1 G11:-1e-06 G11:-0.001 G11:0 G21:-1e-06 G21:1e-06 G21:0 G21:0 G31:0 G31:0 G31:1 G31:0 G41:0 G41:0 G41:0 G41:0 
Time,N001,N002,N003,N004,C1,L1,R2,R1,V1,I1,
0.001977,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.001978,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.001979,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00198,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.001981,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.001982,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.001983,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.001984,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.001985,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.001986,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.001987,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.001988,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.001989,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00199,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.001991,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.001992,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.001993,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.001994,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.001995,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.001996,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.001997,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.001998,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.001999,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002001,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002002,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002003,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002004,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002005,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002006,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002007,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002008,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002009,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00201,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002011,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002012,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002013,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002014,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002015,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002016,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002017,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002018,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002019,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00202,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002021,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002022,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002023,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002024,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002025,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002026,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002027,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002028,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002029,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00203,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002031,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002032,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002033,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002034,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002035,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002036,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002037,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002038,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002039,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00204,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002041,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002042,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002043,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002044,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002045,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002046,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002047,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002048,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002049,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00205,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002051,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002052,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002053,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002054,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002055,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002056,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002057,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002058,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002059,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00206,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002061,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002062,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002063,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002064,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002065,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002066,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002067,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002068,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002069,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00207,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002071,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002072,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002073,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002074,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002075,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002076,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002077,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002078,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002079,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00208,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002081,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002082,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002083,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002084,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002085,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002086,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002087,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002088,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002089,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00209,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002091,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002092,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002093,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002094,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002095,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002096,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002097,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002098,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002099,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.0021,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002101,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002102,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002103,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002104,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002105,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002106,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002107,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002108,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002109,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00211,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002111,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002112,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002113,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002114,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002115,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002116,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002117,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002118,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002119,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00212,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002121,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002122,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002123,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002124,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002125,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002126,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002127,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002128,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002129,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00213,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002131,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002132,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002133,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002134,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002135,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002136,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002137,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002138,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002139,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00214,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002141,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002142,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002143,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002144,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002145,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002146,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002147,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002148,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002149,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00215,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002151,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002152,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002153,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002154,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002155,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002156,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002157,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002158,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002159,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00216,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002161,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002162,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002163,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002164,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002165,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002166,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002167,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002168,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002169,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00217,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002171,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002172,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002173,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002174,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002175,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002176,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002177,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002178,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002179,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00218,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002181,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002182,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002183,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002184,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002185,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002186,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002187,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002188,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002189,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00219,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002191,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002192,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002193,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002194,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002195,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002196,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002197,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002198,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002199,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.0022,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002201,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002202,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002203,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002204,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002205,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002206,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002207,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002208,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002209,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00221,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002211,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002212,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002213,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002214,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002215,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002216,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002217,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002218,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002219,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00222,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002221,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002222,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002223,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002224,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002225,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002226,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002227,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002228,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002229,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00223,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002231,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002232,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002233,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002234,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002235,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002236,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002237,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002238,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002239,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00224,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002241,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002242,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002243,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002244,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002245,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002246,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002247,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002248,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002249,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00225,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002251,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002252,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002253,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002254,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002255,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002256,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002257,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002258,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002259,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00226,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002261,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002262,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002263,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002264,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002265,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002266,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002267,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002268,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002269,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00227,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002271,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002272,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002273,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002274,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002275,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002276,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002277,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002278,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.002279,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00228,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
